pair_id,generated_path,ref_image,product_image,clip_visual_similarity,clip_prompt_similarity,prompt
0035,runs_balanced/images/0035.jpg,r186.png,p035.png,0.8696601390838623,0.33770596981048584,"A modern, minimalist advertisement featuring the Morphy Richards water purifier as the central focus, with a sleek gray and gold design. The product is displayed on a clean white background, with a digital display showing water temperature and a glass cup below. The headline ""Instant Hot Water Purifier"" is prominently displayed in the top left corner, with a ""Shop Now"" button below. The overall mood is clean, modern, and inviting, with a focus on the product's functionality and design."
0036,runs_balanced/images/0036.jpg,r137.png,p036.png,0.6618523597717285,0.4010562002658844,"A modern, clean product advertisement featuring a vibrant red DELIXI water pump with a black handle, prominently displayed against a minimalist white background. The product is centered, with a bold headline ""DELIXI Rechargeable Water Pump"" above it. A clear ""SHOP NOW"" button is visible at the bottom right. The overall mood is sleek and commercial, with a focus on the product's design and functionality."
0037,runs_balanced/images/0037.jpg,r168.png,p037.png,0.8577203154563904,0.3407382667064667,"A clean, modern shopping poster featuring a matte Nordic vertical-rib ceramic flower pot in green, medium size, with pink roses, set against a white background. The product is centered, with a bold headline ""let the light shine"" above it, and a ""shop now"" call to action below. The color palette is neutral with soft greens and whites, creating a calm, inviting mood."
0038,runs_balanced/images/0038.jpg,r100.png,p038.png,0.7864317893981934,0.32551008462905884,"A sleek white PANDA CD-67 player is the central focus, with a transparent cover and a minimalist design, set against a clean white background. The headline ""PANDA CD-67"" is bold and prominent at the top, with a ""BUY NOW"" button in the bottom right corner. The color palette is modern and clean, with white, silver, and black. The product is clearly visible and the layout is clean and professional."
0039,runs_balanced/images/0039.jpg,r135.png,p039.png,0.8234636783599854,0.34352993965148926,"A modern kitchen with a sleek black Robam range hood, featuring a touch control panel, set against a minimalist backdrop with a clean, contemporary design. The product is prominently displayed in the center, with a bold headline ""Robam 60A0 Range Hood"" above it. The overall mood is clean and sophisticated, with a focus on the product's design and functionality. The lighting is soft and even, highlighting the hood's features."
0040,runs_balanced/images/0040.jpg,r148.png,p040.png,0.7199379205703735,0.33469972014427185,"A vibrant orange shopping poster featuring a sleek, modern hair dryer in rose red and black, with a clean headline ""Jiedentai High-Speed Hair Dryer"" and a ""Shop Now"" call to action. The product is prominently displayed in the center, with a clean, minimalist design and a warm, inviting color palette."
0041,runs_balanced/images/0041.jpg,r188.png,p041.png,0.6948097944259644,0.41319143772125244,"A cheerful young girl smiles as she holds a white alpaca massage pillow, with a red label reading ""alpaca massage HUG pillow"" on the side. The background is bright and clean, with a soft white and red color scheme. The product is the main focus, with a clear headline area at the top. The overall mood is warm and inviting, with a clear call to action."
0042,runs_balanced/images/0042.jpg,r139.png,p042.png,0.7668685913085938,0.3500871956348419,"A clean, modern shopping poster featuring a stunning, oval-shaped necklace of 9-9.5mm Akoya saltwater pearls with a 18K gold clasp, set against a soft, minimalist background. The necklace is the central focus, with a clean, elegant headline area above it. The overall mood is luxurious and sophisticated, with a soft color palette of white and silver. The product is clearly visible and well-lit, with a subtle, elegant design."
0043,runs_balanced/images/0043.jpg,r133.png,p043.png,0.7119947671890259,0.34466925263404846,"A modern, clean product advertisement featuring the RAIJODA wok as the central focus, with a minimalist design, a dark background, a clear headline ""RAIJODA Ultra-Light Iron Wok"", and a prominent ""BUY NOW"" button. The wok is shown with its lid, emphasizing its sleek design and nonstick surface. The overall mood is professional and inviting, with a focus on the product's quality and ease of use."
0044,runs_balanced/images/0044.jpg,r117.png,p044.png,0.8619122505187988,0.3727805018424988,"A modern, clean product advertisement featuring the Wilderness Shiguang tent as the central focus, with a minimalist design and a soft, natural color palette. The tent is shown in a spacious, open layout with a clear, bold headline at the top reading ""WILDERNESS SHIGUANG TENT"" and a ""SHOP NOW"" button at the bottom. The background is a soft, neutral gradient, emphasizing the tent's features and design. The overall mood is clean, modern, and inviting, with a clear focus on the product's portability and durability."
0045,runs_balanced/images/0045.jpg,r026.png,p045.png,0.7165054082870483,0.34559687972068787,"A sleek, modern sports camera with a large lens and a small screen, positioned in the center of a clean, minimalist background. The camera is angled slightly to showcase its features. The headline ""DJI Osmo Action 4"" is prominently displayed at the top in bold, white font. The overall design is clean and professional, with a focus on the product. The color palette is dark and modern, with black and silver tones. The image has a commercial-ad feel, with a clear focus on the product. The target product from Image B should be clearly shown. The prompt should mention a headline/title area"
0046,runs_balanced/images/0046.jpg,r124.png,p046.png,0.6556679606437683,0.26690638065338135,"Introducing the BIGME HiBreak 5.84-inch Color E-Ink Smart Reader Phone, 6GB+128GB. Show the phone with a sleek black leather back and vibrant screen. Use a clean, modern layout with a bold headline area. Emphasize the product's features and a clear CTA. Maintain a professional, commercial-ad feel with a vibrant color palette."
0047,runs_balanced/images/0047.jpg,r161.png,p047.png,0.9446099996566772,0.2960633933544159,"A clean, modern shopping poster featuring the Viken Air Over-Ear Bluetooth Headphones as the central focus, with a sleek black and silver design. The headphones are prominently displayed against a white background, with a minimalist layout. The headline ""Shop. Connect. Enjoy."" is positioned at the top, and a ""Shop now"" call-to-action is visible at the bottom. The color palette is black, white, and silver, creating a premium feel. The product is clearly shown in the center, with a subtle glow highlighting its features."
0048,runs_balanced/images/0048.jpg,r167.png,p048.png,0.8612274527549744,0.3207415044307709,"A luxurious, full-length Tianjiang Handmade Silk Persian Carpet, 270 x 370cm, displayed on a modern wooden table with a coffee cup and a small plant, set against a neutral background. The image features a rich blue and gold floral medallion design with a white center, a clean headline area, and a promotional ""FREE SHIPPING"" banner at the top. The overall mood is elegant and inviting, with a clear focus on the product."
0049,runs_balanced/images/0049.jpg,r144.png,p049.png,0.8554574251174927,0.27103906869888306,"A clean, modern shopping poster featuring a hazy blue foldable desk as the central focus, with a minimalist design and a soft color palette. The desk is prominently displayed against a white background, with a clear headline at the top reading ""Fangxingweiai Foldable Desk"" and a ""UP TO 80% OFF"" discount banner below. The overall mood is sleek and commercial, with a clear CTA at the bottom."
0050,runs_balanced/images/0050.jpg,r042.png,p050.png,0.8500032424926758,0.3776606619358063,"A clean, modern electric bicycle poster featuring the Phoenix L8 Beige bike as the central focus, with a minimalist design, a beige and brown color scheme, and a clear headline ""Phoenix Electric Bicycle"" at the top. The bike is shown in a dynamic, angled view with a clean, professional aesthetic. The background is a neutral, soft tone to highlight the product."
0051,runs_balanced/images/0051.jpg,r032.png,p051.png,0.8313218355178833,0.3738640248775482,"A clean, modern shopping poster featuring a foldable baby bathtub with a digital temperature display, set against a neutral background. The product is prominently displayed in the center, with a clear headline ""Foldable Baby Bathtub"" above it. The overall design is minimalist and professional, with a soft color palette of beige and gray. The image is designed to be eye-catching and informative, highlighting the product's features and benefits. The main focus is on the product, with a clear and concise headline area. The poster has a commercial-ad feel, with a clear call to action. The target product from Image B is clearly shown"
0052,runs_balanced/images/0052.jpg,r179.png,p052.png,0.656320333480835,0.28168803453445435,"A modern, clean shopping poster featuring the Feichi Rapid IPL Hair Removal Device, Ice Jade Gen 2, as the central focus. The device is shown in a sleek, futuristic design with a cool green and gold color scheme. The headline ""FAMOUS FOR TOP TRENDING BRANDS"" is prominently displayed at the top, with a ""SHOP NOW"" call-to-action below. The overall mood is sleek, modern, and promotional, with a clear focus on the product."
0053,runs_balanced/images/0053.jpg,r160.png,p053.png,0.8300518989562988,0.3749586045742035,"A modern, clean shopping poster featuring a sleek gray CLEV Men's Backpack as the central focus, set against a bold black and yellow background. The backpack is prominently displayed with a minimalist design, a large front pocket, and yellow zipper pulls. The top section features a clean headline area with the product title, and a red ""SHOP NOW"" button at the bottom. The overall mood is professional and modern, with a clear call to action."
0054,runs_balanced/images/0054.jpg,r040.png,p054.png,0.644950270652771,0.3271828591823578,"A clean, modern shopping poster featuring a peach-skin inflatable mattress with a built-in pump, set against a blue hexagonal background. The headline ""FEIRSH Inflatable Mattress"" is bold and centered at the top. The product is prominently displayed in the center, with a clear ""Shop Now"" button at the bottom. The color palette is soft, with pastel peach and blue tones, creating a calm and inviting mood. The layout is clean and professional, emphasizing the product's portability and comfort."
0055,runs_balanced/images/0055.jpg,r005.png,p055.png,0.860560417175293,0.33224719762802124,"A modern, sleek Haier washer-dryer combo in a dark grey finish, prominently displayed against a clean white background, with a digital control panel and a large front-loading door, set within a promotional poster that features a bold orange and teal color scheme, a clear headline area, and a ""Shop Now"" button, emphasizing a clean, modern, and commercial-ad style."
0056,runs_balanced/images/0056.jpg,r163.png,p056.png,0.8474860191345215,0.35135579109191895,"A sleek 27-inch gaming monitor with a vibrant 4K display, featuring a bold ""REPUBLIC OF GAMERS"" logo on the screen, set against a dark background. The monitor is positioned on a modern stand with a glowing base, and the overall design is clean and professional. The headline ""ASUS ROG XG27UCG"" is prominently displayed at the top in a bold, modern font. The image has a high-end, premium feel with a focus on the product's design and performance. The color palette is dark with vibrant red and purple accents, creating a dynamic and immersive atmosphere"
0057,runs_balanced/images/0057.jpg,r106.png,p057.png,0.7819359302520752,0.33735191822052,"A sleek, modern educational globe levitating above a digital clock, with a minimalist white base and a glowing circular frame, set against a clean white background. The globe features detailed continents and oceans, with a digital display showing ""08:20"" in the lower center. The overall design is clean, modern, and minimalist, with a focus on the magnetic levitation globe as the central product. The headline ""Ruchu Tmall Genie Magnetic Levitation Globe"" is prominently displayed at the top in bold, modern font. The product is clearly shown in the center, with a clean, modern aesthetic."
0058,runs_balanced/images/0058.jpg,r199.png,p058.png,0.7417092323303223,0.38573890924453735,"A modern, minimalist advertisement featuring a cream-colored Kashiyi sofa bed with brown accent pillows, set against a clean white background. The sofa is prominently displayed in the center, with a bold headline ""Kashiyi Sofa Bed"" above it. The overall design is sleek and contemporary, with a clear focus on the product. The color palette is soft and neutral, emphasizing comfort and elegance. The image has a clean, commercial feel with a clear call to action."
0059,runs_balanced/images/0059.jpg,r096.png,p059.png,0.7449616193771362,0.3544330298900604,"A sleek white DJI Neo drone with four propellers and a 4K camera, centered in a clean, minimalist design. The drone is shown against a bright, airy background with a subtle gradient. The headline ""DJI Neo Palm-Size Vlog Drone"" is prominently displayed in bold, modern font at the top. A ""Shop Now"" button is visible at the bottom. The color palette is crisp white and black with a touch of silver, creating a modern, high-tech feel. The product is clearly the focus, with a clean, professional layout."
0060,runs_balanced/images/0060.jpg,r089.png,p060.png,0.7090837359428406,0.3817368745803833,"A sleek, modern Huawei WiFi 3 Pro hotspot in deep blue, angled to showcase its compact design and dual-band connectivity, set against a clean white background. The product is the central focus, with a clear headline ""Huawei WiFi 3 Pro"" above it, and a ""Shop now"" button below. The overall mood is clean, modern, and promotional, with a strong emphasis on the product's portability and connectivity."
0061,runs_balanced/images/0061.jpg,r182.png,p061.png,0.8678966760635376,0.3224307894706726,"A modern, clean office chair with a sunset orange leather finish, featuring fixed armrests and a gold base, set against a minimalist background. The chair is the central focus, with a bold headline ""KUKA Home Computer Chair"" above it. A yellow ""Buy Now Direct"" button is visible at the bottom. The color palette is warm, with orange, gold, and cream tones, creating a premium, inviting feel. The image has a clean, commercial-ad style with a clear product focus."
0062,runs_balanced/images/0062.jpg,r067.png,p062.png,0.6959006786346436,0.312849223613739,"A sleek black iFLYTEK translation earbuds in a charging case, with a digital display showing 100% charge, set against a clean white background. The earbuds are the central focus, with a bold headline ""50% OFF"" and a red ""GET THE DEALS"" button below. The overall style is modern and commercial, with a clear promotional feel."
0063,runs_balanced/images/0063.jpg,r110.png,p063.png,0.8407557606697083,0.33390915393829346,"A vibrant gaming headset with pink cat ears and glowing accents, set against a cosmic background, with a bold headline ""Experience the Boldest Flavors of Earth"" and a ""Shop now"" button. The product is clearly featured in the center, with a clean, modern design."
0064,runs_balanced/images/0064.jpg,r129.png,p064.png,0.8059407472610474,0.271655797958374,"A clean, modern shopping poster featuring a bowl of authentic Fuling Shredded Pickled Mustard Tuber as the central focus, with a vibrant yellow and green color palette, a bold headline ""Authentic Fuling Shredded Pickled Mustard Tuber"" at the top, and a clear ""SHOP NOW"" button at the bottom. The layout mimics the reference image, with a clean white background and a subtle shadow to enhance depth."
0065,runs_balanced/images/0065.jpg,r123.png,p065.png,0.824676513671875,0.4179454445838928,"A modern Japanese woodblock print style poster featuring a delicate pink orchid in a white ceramic vase, with a gold stem, set against a soft, minimalist background. The headline ""Mr. Nanchu New Chinese Style Orchid Bronze Ornament"" is prominently displayed in a clean, elegant font at the top. The product is the central focus, with a subtle, elegant design that highlights its craftsmanship. The overall mood is refined and sophisticated, with a clean, modern aesthetic. The poster has a clean, minimalist design with a soft color palette of pinks, whites, and golds, creating a luxurious and elegant"
0066,runs_balanced/images/0066.jpg,r052.png,p066.png,0.8196349143981934,0.3139835596084595,"A clean, modern shopping poster featuring a woven bamboo basket filled with fresh, free-range eggs, one cracked to reveal a vibrant yolk, with a bold headline ""Fresh Free-Range Eggs"" at the top, a ""SHOP NOW"" button at the bottom, and a warm, natural color palette."
0067,runs_balanced/images/0067.jpg,r001.png,p067.png,0.8603637218475342,0.3392660617828369,"A sleek, dark purple Raleigh folding bicycle is prominently displayed on a clean, minimalist background, with a bold headline ""RALEIGH Folding Bicycle"" at the top. The bike is shown in a side profile, highlighting its compact design and 16-inch wheels. The overall composition is modern and professional, with a clear focus on the product. The image has a clean, commercial-ad feel with a strong emphasis on the bike's features."
0068,runs_balanced/images/0068.jpg,r059.png,p068.png,0.7733343243598938,0.3994448184967041,"A sleek, modern gaming laptop with a vibrant dragon graphic on the screen, featuring a bold ""LEGION"" logo, set against a clean white background with a prominent headline ""Lenovo Legion R7000 2025 Gaming Laptop"" and a ""Shop Now"" button. The design is sharp, professional, and focused on the product."
0069,runs_balanced/images/0069.jpg,r193.png,p069.png,0.8045980930328369,0.323542982339859,"A clean, modern shopping poster featuring a sleek, grey silicone spatula with a black handle and red accent, set against a minimalist background. The spatula is prominently displayed in the center, with a bold headline ""Chuidaohuang Silicone Spatula"" above it. The overall design is clean and professional, with a green and white color scheme, emphasizing the product's durability and comfort. The image is sharp and well-lit, highlighting the spatula's texture and design. The CTA ""SHOP NOW"" is visible at the bottom."
